Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
468,0.9,0,115,125,44,22,240.8695652173913,0,0,0,0,0,60.66716480255127,0.034639596939086914,0.00014591217041015625,0.0014698505401611328,0.01955389976501465,0.0009531974792480469
469,0.92,0,115,125,57,36,266.35897435897436,0,0,0,0,0,60.66741061210632,0.0347745418548584,0.0001461505889892578,0.0014698505401611328,0.01955389976501465,0.0009553432464599609
470,0.92,0,115,125,51,31,296.9117647058823,0,0,0,0,0,60.667710065841675,0.034905433654785156,0.00014638900756835938,0.0014698505401611328,0.019615650177001953,0.000957489013671875
471,0.92,0,115,125,41,18,274.6842105263158,0,0,0,0,0,60.667914628982544,0.035033226013183594,0.0001468658447265625,0.0014698505401611328,0.019615650177001953,0.0009598731994628906
472,0.92,0,115,125,19,11,327.3636363636364,0,0,0,0,0,60.66806674003601,0.035135507583618164,0.00014734268188476562,0.0014698505401611328,0.019615650177001953,0.0009620189666748047
473,0.92,0,115,125,39,25,278.57142857142856,0,0,0,0,0,60.66827464103699,0.035264015197753906,0.0001475811004638672,0.0014698505401611328,0.019615650177001953,0.0009641647338867188
474,0.9,0,115,125,45,20,292.8181818181818,0,0,0,0,0,60.66846823692322,0.0353856086730957,0.00014781951904296875,0.0014698505401611328,0.019615650177001953,0.0009660720825195312
475,0.9,0,115,125,35,11,251.9090909090909,0,0,0,0,0,60.668633699417114,0.03549838066101074,0.00014829635620117188,0.0014698505401611328,0.019615650177001953,0.0009679794311523438
476,0.9,0,115,125,52,33,288.94444444444446,0,0,0,0,0,60.6688551902771,0.03562164306640625,0.00014853477478027344,0.0014698505401611328,0.019615650177001953,0.0009698867797851562
477,0.9,0,115,125,31,16,298.05882352941177,0,0,0,0,0,60.66904616355896,0.03573489189147949,0.00014901161193847656,0.0014698505401611328,0.019615650177001953,0.0009717941284179688
478,0.9,0,115,125,46,26,253.55172413793105,0,0,0,0,0,60.669254779815674,0.035856008529663086,0.0001494884490966797,0.0014698505401611328,0.019615650177001953,0.0009739398956298828
479,0.9,0,117,127,25,17,236.55555555555554,0,0,1,0,0,60.669549226760864,0.03596806526184082,0.00014972686767578125,0.001514434814453125,0.019686460494995117,0.0009760856628417969
480,0.88,0,117,127,31,15,303.94117647058823,0,0,0,0,0,60.66972851753235,0.03608393669128418,0.0001499652862548828,0.001514434814453125,0.019686460494995117,0.0009784698486328125
481,0.9,0,117,127,29,10,281.8181818181818,0,0,0,0,0,60.669891119003296,0.03619718551635742,0.00015020370483398438,0.001514434814453125,0.019686460494995117,0.0009806156158447266
482,0.9,0,119,129,57,22,332.4545454545455,0,0,1,0,0,60.67022919654846,0.0363314151763916,0.00015044212341308594,0.001561880111694336,0.019752025604248047,0.000982522964477539
483,0.9,0,119,129,60,31,287.8235294117647,0,0,0,0,0,60.67048621177673,0.03647494316101074,0.00015091896057128906,0.001561880111694336,0.019752025604248047,0.000986337661743164
484,0.9,0,119,129,40,16,303.72222222222223,0,0,0,0,0,60.670671701431274,0.036594390869140625,0.00015115737915039062,0.001561880111694336,0.019752025604248047,0.0009887218475341797
485,0.9,0,120,131,44,23,310.66666666666663,0,0,1,0,0,60.67101001739502,0.036722660064697266,0.0001513957977294922,0.0016009807586669922,0.019835472106933594,0.0009908676147460938
486,0.9,0,120,131,26,12,276.2307692307692,0,0,0,0,0,60.67116737365723,0.036827802658081055,0.00015163421630859375,0.0016009807586669922,0.019835472106933594,0.0009927749633789062
487,0.9,0,120,131,45,15,293.6,0,0,0,0,0,60.67136240005493,0.036956787109375,0.0001518726348876953,0.0016009807586669922,0.019835472106933594,0.0009946823120117188
488,0.9,0,120,131,56,35,286.0,0,0,0,0,0,60.671603202819824,0.03708696365356445,0.00015234947204589844,0.0016009807586669922,0.019835472106933594,0.0009968280792236328
489,0.9,0,120,131,24,11,266.27272727272725,0,0,0,0,0,60.67176413536072,0.037198543548583984,0.000152587890625,0.0016009807586669922,0.019835472106933594,0.0009987354278564453
490,0.9,0,120,131,28,14,329.6,0,0,0,0,0,60.671924114227295,0.03730154037475586,0.00015306472778320312,0.0016009807586669922,0.019835472106933594,0.0010008811950683594
491,0.9,0,120,131,45,26,324.6896551724138,0,0,0,0,0,60.672141790390015,0.03743100166320801,0.0001533031463623047,0.0016009807586669922,0.019835472106933594,0.0010030269622802734
492,0.9,0,120,131,16,7,323.57142857142856,0,0,0,0,0,60.672274112701416,0.03752732276916504,0.00015354156494140625,0.0016009807586669922,0.019835472106933594,0.001004934310913086
493,0.9,0,120,131,62,35,273.21621621621625,0,0,0,0,0,60.67253351211548,0.03767251968383789,0.0001537799835205078,0.0016009807586669922,0.019835472106933594,0.001007080078125
494,0.9,0,120,131,28,12,222.16666666666669,0,0,0,0,0,60.672691345214844,0.037780046463012695,0.00015425682067871094,0.0016009807586669922,0.019835472106933594,0.001008749008178711
495,0.9,0,120,131,36,22,308.04347826086956,0,0,0,0,0,60.672882318496704,0.03789544105529785,0.00015473365783691406,0.0016009807586669922,0.019835472106933594,0.0010106563568115234
496,0.88,0,120,131,50,21,283.4761904761905,0,0,0,0,0,60.673107624053955,0.038040876388549805,0.00015497207641601562,0.0016009807586669922,0.019835472106933594,0.001012563705444336
497,0.88,0,120,131,29,13,302.7857142857143,0,0,0,0,0,60.67327427864075,0.03815054893493652,0.0001552104949951172,0.0016009807586669922,0.019835472106933594,0.00101470947265625
498,0.86,0,120,131,50,32,308.0,0,0,0,0,0,60.673506021499634,0.03828096389770508,0.00015544891357421875,0.0016009807586669922,0.019835472106933594,0.001016855239868164
499,0.86,0,120,131,66,37,304.5,0,0,0,0,0,60.67377209663391,0.03842425346374512,0.0001556873321533203,0.0016009807586669922,0.019835472106933594,0.0010187625885009766
500,0.86,0,120,131,59,38,301.0487804878049,0,0,0,0,0,60.674025774002075,0.03856205940246582,0.00015592575073242188,0.0016009807586669922,0.019835472106933594,0.0010209083557128906
501,0.86,0,122,133,28,13,351.42857142857144,0,0,1,0,0,60.674312353134155,0.03868985176086426,0.00015616416931152344,0.001650094985961914,0.019887208938598633,0.0010228157043457031
502,0.86,0,124,135,63,29,281.7931034482759,0,1,1,0,0,60.67469000816345,0.03882455825805664,0.000156402587890625,0.0016989707946777344,0.019974231719970703,0.0010249614715576172
503,0.88,0,124,135,71,37,303.625,0,0,0,0,0,60.67495656013489,0.038973093032836914,0.00015664100646972656,0.0016989707946777344,0.019974231719970703,0.0010271072387695312
504,0.88,0,124,135,37,11,386.8333333333333,0,0,0,0,0,60.675128698349,0.039092063903808594,0.0001571178436279297,0.0016989707946777344,0.019974231719970703,0.0010290145874023438
505,0.88,0,124,135,36,13,336.2,0,0,0,0,0,60.67529535293579,0.03920245170593262,0.0001575946807861328,0.0016989707946777344,0.019974231719970703,0.0010309219360351562
506,0.88,0,124,135,55,28,301.58064516129036,0,0,0,0,0,60.6755211353302,0.0393373966217041,0.00015783309936523438,0.0016989707946777344,0.019974231719970703,0.0010330677032470703
507,0.88,0,124,135,60,32,295.37142857142857,0,0,0,0,0,60.67575979232788,0.03947615623474121,0.0001583099365234375,0.0016989707946777344,0.019974231719970703,0.0010349750518798828
508,0.86,0,124,135,42,27,315.0,0,0,0,0,0,60.675968408584595,0.03960084915161133,0.00015854835510253906,0.0016989707946777344,0.019974231719970703,0.0010368824005126953
509,0.86,0,124,135,75,40,303.0444444444445,0,0,0,0,0,60.676241874694824,0.03975248336791992,0.00015878677368164062,0.0016989707946777344,0.019974231719970703,0.0010387897491455078
510,0.84,0,124,135,32,13,269.1428571428571,0,0,0,0,0,60.676406383514404,0.039862871170043945,0.0001590251922607422,0.0016989707946777344,0.019974231719970703,0.0010406970977783203
511,0.84,0,124,135,33,17,307.3,0,0,0,0,0,60.67659282684326,0.03998303413391113,0.0001595020294189453,0.0016989707946777344,0.019974231719970703,0.0010426044464111328
512,0.84,0,124,135,34,11,273.27272727272725,0,0,0,0,0,60.6767737865448,0.04011058807373047,0.00015974044799804688,0.0016989707946777344,0.019974231719970703,0.0010445117950439453
513,0.84,0,124,135,62,32,326.37142857142857,0,0,0,0,0,60.67703676223755,0.0402522087097168,0.00015997886657714844,0.0016989707946777344,0.019974231719970703,0.0010464191436767578
514,0.84,0,124,135,65,32,302.2058823529412,0,0,0,0,0,60.67729306221008,0.040401458740234375,0.00016021728515625,0.0016989707946777344,0.019974231719970703,0.0010483264923095703
515,0.84,0,126,137,54,31,293.5882352941177,0,1,1,0,0,60.67767667770386,0.04053759574890137,0.00016045570373535156,0.0017504692077636719,0.020061731338500977,0.0010502338409423828
516,0.84,0,126,137,35,22,312.4347826086956,0,0,0,0,0,60.67787480354309,0.04065132141113281,0.0001609325408935547,0.0017504692077636719,0.020061731338500977,0.0010523796081542969
517,0.84,0,126,137,63,39,270.95348837209303,0,0,0,0,0,60.678149700164795,0.04080367088317871,0.0001614093780517578,0.0017504692077636719,0.020061731338500977,0.001054525375366211
518,0.84,0,126,137,44,23,345.36,0,0,0,0,0,60.67842888832092,0.04093599319458008,0.00016164779663085938,0.0017504692077636719,0.02012038230895996,0.001056671142578125
519,0.84,0,126,137,37,15,297.125,0,0,0,0,0,60.678627014160156,0.04106879234313965,0.00016188621520996094,0.0017504692077636719,0.02012038230895996,0.001058816909790039
520,0.84,0,126,137,31,19,308.05,0,0,0,0,0,60.67882823944092,0.04119729995727539,0.00016236305236816406,0.0017504692077636719,0.02012038230895996,0.0010609626770019531
521,0.86,0,126,137,75,40,301.09302325581393,0,0,0,0,0,60.67910861968994,0.041350364685058594,0.00016260147094726562,0.0017504692077636719,0.02012038230895996,0.0010628700256347656
522,0.86,0,126,137,59,35,328.0526315789474,0,0,0,0,0,60.67937922477722,0.041495323181152344,0.0001628398895263672,0.0017504692077636719,0.02012038230895996,0.0010647773742675781
523,0.86,0,126,137,38,18,334.0,0,0,0,0,0,60.67957091331482,0.04161858558654785,0.00016307830810546875,0.0017504692077636719,0.02012038230895996,0.001066446304321289
524,0.86,0,126,137,68,32,297.4375,0,0,0,0,0,60.67982363700867,0.041760921478271484,0.00016355514526367188,0.0017504692077636719,0.02012038230895996,0.0010683536529541016
525,0.86,0,126,137,62,29,289.8275862068965,0,0,0,0,0,60.6800639629364,0.041899919509887695,0.00016379356384277344,0.0017504692077636719,0.02012038230895996,0.0010700225830078125
526,0.86,0,126,137,44,25,271.7307692307692,0,0,0,0,0,60.680270195007324,0.042020320892333984,0.000164031982421875,0.0017504692077636719,0.02012038230895996,0.0010716915130615234
527,0.86,0,126,137,40,20,305.5238095238095,0,0,0,0,0,60.68046259880066,0.04214286804199219,0.00016450881958007812,0.0017504692077636719,0.02012038230895996,0.001073598861694336
528,0.86,0,126,137,23,6,260.1666666666667,0,0,0,0,0,60.680612564086914,0.04225444793701172,0.0001647472381591797,0.0017504692077636719,0.02012038230895996,0.0010752677917480469
529,0.84,0,126,137,52,20,316.77272727272725,0,0,0,0,0,60.680821895599365,0.0423886775970459,0.00016498565673828125,0.0017504692077636719,0.02012038230895996,0.0010771751403808594
530,0.84,0,126,137,53,32,314.969696969697,0,0,0,0,0,60.68107771873474,0.042519569396972656,0.00016546249389648438,0.0017504692077636719,0.02012038230895996,0.0010790824890136719
531,0.84,0,126,137,57,34,321.2972972972973,0,0,0,0,0,60.681339502334595,0.04266691207885742,0.0001659393310546875,0.0017504692077636719,0.02012038230895996,0.0010809898376464844
532,0.84,0,126,137,46,24,314.8461538461538,0,0,0,0,0,60.68155837059021,0.04280233383178711,0.00016617774963378906,0.0017504692077636719,0.02012038230895996,0.0010831356048583984
533,0.84,0,126,137,57,35,294.1842105263158,0,0,0,0,0,60.68180799484253,0.04294276237487793,0.0001666545867919922,0.0017504692077636719,0.02012038230895996,0.0010852813720703125
534,0.84,0,126,137,54,32,318.02857142857147,0,0,0,0,0,60.68205380439758,0.04308605194091797,0.0001671314239501953,0.0017504692077636719,0.02012038230895996,0.0010874271392822266
535,0.84,0,126,137,25,10,276.3636363636364,0,0,0,0,0,60.68221950531006,0.04320383071899414,0.00016736984252929688,0.0017504692077636719,0.02012038230895996,0.0010895729064941406
536,0.84,0,126,137,50,26,318.62068965517244,0,0,0,0,0,60.682432651519775,0.04333162307739258,0.0001678466796875,0.0017504692077636719,0.02012038230895996,0.0010914802551269531
537,0.84,0,128,139,60,29,326.34482758620686,0,0,1,0,0,60.68284487724304,0.0434720516204834,0.00016808509826660156,0.0018002986907958984,0.020221710205078125,0.0010933876037597656
538,0.84,0,128,139,17,8,240.75,0,0,0,0,0,60.68299341201782,0.04357647895812988,0.00016832351684570312,0.0018002986907958984,0.020221710205078125,0.0010957717895507812
539,0.84,0,128,139,65,36,312.4102564102564,0,0,0,0,0,60.6833336353302,0.043726444244384766,0.0001685619354248047,0.0018002986907958984,0.020283937454223633,0.0010998249053955078
540,0.84,0,128,139,63,38,303.780487804878,0,0,0,0,0,60.68360424041748,0.043875694274902344,0.00016880035400390625,0.0018002986907958984,0.020283937454223633,0.0011019706726074219
541,0.84,0,128,139,38,18,349.3157894736842,0,0,0,0,0,60.68379592895508,0.04399752616882324,0.0001690387725830078,0.0018002986907958984,0.020283937454223633,0.0011038780212402344
542,0.84,0,128,139,72,34,337.66666666666663,0,0,0,0,0,60.68407201766968,0.044153451919555664,0.00016951560974121094,0.0018002986907958984,0.020283937454223633,0.0011060237884521484
543,0.82,0,128,139,39,10,270.7,0,0,0,0,0,60.68425893783569,0.044286251068115234,0.0001697540283203125,0.0018002986907958984,0.020283937454223633,0.0011081695556640625
544,0.82,0,128,139,56,33,357.02777777777777,0,0,0,0,0,60.68451452255249,0.04443669319152832,0.00016999244689941406,0.0018002986907958984,0.020283937454223633,0.0011103153228759766
545,0.82,0,128,139,58,31,341.8787878787879,0,0,0,0,0,60.68476939201355,0.04458951950073242,0.0001704692840576172,0.0018002986907958984,0.020283937454223633,0.0011119842529296875
546,0.82,0,128,139,61,36,343.2051282051282,0,0,0,0,0,60.68502926826477,0.04473304748535156,0.00017070770263671875,0.0018002986907958984,0.020283937454223633,0.0011138916015625
547,0.82,0,128,139,46,24,343.48,0,0,0,0,0,60.68524932861328,0.044864654541015625,0.0001709461212158203,0.0018002986907958984,0.020283937454223633,0.001116037368774414
548,0.82,0,128,139,21,9,247.0,0,0,0,0,0,60.685407400131226,0.044975996017456055,0.00017118453979492188,0.0018002986907958984,0.020283937454223633,0.0011179447174072266
549,0.82,0,128,139,53,21,361.95652173913044,0,0,0,0,0,60.68563103675842,0.045119524002075195,0.000171661376953125,0.0018002986907958984,0.020283937454223633,0.0011200904846191406
550,0.82,0,128,139,39,25,301.53846153846155,0,0,0,0,0,60.68584609031677,0.045252084732055664,0.00017189979553222656,0.0018002986907958984,0.020283937454223633,0.0011219978332519531
551,0.82,0,128,139,55,26,293.6666666666667,0,0,0,0,0,60.68615198135376,0.04539847373962402,0.0001723766326904297,0.0018002986907958984,0.020345449447631836,0.0011241436004638672
552,0.82,0,128,139,62,32,338.6857142857143,0,0,0,0,0,60.686408281326294,0.04554104804992676,0.00017261505126953125,0.0018002986907958984,0.020345449447631836,0.0011363029479980469
553,0.84,0,128,139,32,16,278.70588235294116,0,0,0,0,0,60.68658208847046,0.045654296875,0.0001728534698486328,0.0018002986907958984,0.020345449447631836,0.0011382102966308594
554,0.84,0,128,139,23,11,346.0,0,0,0,0,0,60.68674039840698,0.04576373100280762,0.00017309188842773438,0.0018002986907958984,0.020345449447631836,0.0011403560638427734
555,0.84,0,128,139,59,26,344.6923076923077,0,0,0,0,0,60.68696999549866,0.045899391174316406,0.00017333030700683594,0.0018002986907958984,0.020345449447631836,0.001142263412475586
556,0.84,0,128,139,25,3,375.33333333333337,0,0,0,0,0,60.68711805343628,0.04601573944091797,0.00017380714416503906,0.0018002986907958984,0.020345449447631836,0.0011441707611083984
557,0.84,0,128,139,53,26,305.3461538461538,0,0,0,0,0,60.68734312057495,0.046149253845214844,0.00017404556274414062,0.0018002986907958984,0.020345449447631836,0.001146078109741211
558,0.84,0,130,141,39,24,329.12,0,0,1,0,0,60.687657833099365,0.04627108573913574,0.0001742839813232422,0.0018529891967773438,0.020401716232299805,0.0011477470397949219
559,0.84,0,130,141,49,29,362.6774193548387,0,0,0,0,0,60.68788456916809,0.04640507698059082,0.00017452239990234375,0.0018529891967773438,0.020401716232299805,0.001149892807006836
560,0.84,0,130,141,55,33,325.44444444444446,0,0,0,0,0,60.68812036514282,0.04654049873352051,0.0001747608184814453,0.0018529891967773438,0.020401716232299805,0.0011518001556396484
561,0.84,0,130,141,60,31,374.55882352941177,0,0,0,0,0,60.688361406326294,0.046677589416503906,0.00017499923706054688,0.0018529891967773438,0.020401716232299805,0.0011534690856933594
562,0.82,0,130,141,38,25,352.66666666666663,0,0,0,0,0,60.688557624816895,0.04679441452026367,0.00017547607421875,0.0018529891967773438,0.020401716232299805,0.0011553764343261719
563,0.82,0,130,141,45,23,394.24,0,0,0,0,0,60.6887571811676,0.046916961669921875,0.00017595291137695312,0.0018529891967773438,0.020401716232299805,0.0011572837829589844
564,0.82,0,130,141,73,37,332.8648648648649,0,0,0,0,0,60.68904972076416,0.04706764221191406,0.0001761913299560547,0.0018529891967773438,0.020401716232299805,0.0011594295501708984
565,0.82,0,131,143,63,33,365.72222222222223,0,0,1,0,0,60.68943190574646,0.047214508056640625,0.00017642974853515625,0.0019042491912841797,0.02046966552734375,0.001161813735961914
566,0.82,0,131,143,57,26,367.1071428571429,0,0,0,0,0,60.6896698474884,0.04735827445983887,0.00017690658569335938,0.0019042491912841797,0.02046966552734375,0.0011641979217529297
567,0.82,0,131,143,59,28,330.55172413793105,0,0,0,0,0,60.689924001693726,0.047507286071777344,0.0001773834228515625,0.0019042491912841797,0.02046966552734375,0.0011680126190185547
568,0.82,0,131,143,57,32,336.57142857142856,0,0,0,0,0,60.69018864631653,0.0476527214050293,0.00017762184143066406,0.0019042491912841797,0.02046966552734375,0.0011701583862304688
569,0.82,0,131,143,35,15,356.66666666666663,0,0,0,0,0,60.69036817550659,0.047772884368896484,0.00017786026000976562,0.0019042491912841797,0.02046966552734375,0.0011720657348632812
570,0.82,0,131,145,68,39,348.25,2,0,1,0,0,60.69072103500366,0.047925710678100586,0.00017833709716796875,0.0019121170043945312,0.020534992218017578,0.0011742115020751953
