Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
2844,0.98,0.5652928416485896,509,639,249,124,1562.0408163265306,0,1,0,0,0,61.983158349990845,0.8163013458251953,0.0009925365447998047,0.029729366302490234,0.06981587409973145,0.006534576416015625
2845,0.98,0.5652928416485896,509,639,169,67,1797.0188679245282,0,0,0,0,0,61.98386573791504,0.8167858123779297,0.0009927749633789062,0.029729366302490234,0.06981587409973145,0.006536960601806641
2846,0.98,0.5652928416485896,509,639,148,102,1699.4166666666667,0,0,0,0,0,61.984620094299316,0.8172414302825928,0.0009932518005371094,0.029729366302490234,0.06981587409973145,0.006539583206176758
2847,0.98,0.5652928416485896,509,639,132,72,1531.9125,0,0,0,0,0,61.98532056808472,0.817716121673584,0.0009937286376953125,0.029729366302490234,0.06981587409973145,0.0065419673919677734
2848,0.98,0.5652928416485896,509,639,237,123,1696.5664335664335,0,0,0,0,0,61.98629307746887,0.8182933330535889,0.000993967056274414,0.029729366302490234,0.06981587409973145,0.006544351577758789
2849,0.98,0.5652928416485896,509,639,283,147,1614.464705882353,0,0,0,0,0,61.98753356933594,0.8189160823822021,0.0009946823120117188,0.029729366302490234,0.06996393203735352,0.006546974182128906
2850,0.98,0.5652928416485896,511,641,146,68,1451.9864864864865,0,0,1,0,0,61.98860716819763,0.8194241523742676,0.0009949207305908203,0.02994251251220703,0.07007241249084473,0.006549835205078125
2851,0.98,0.5652928416485896,511,641,142,57,1882.3734939759038,0,0,0,0,0,61.989309549331665,0.8199214935302734,0.0009953975677490234,0.02994251251220703,0.07007241249084473,0.006552696228027344
2852,0.98,0.5652928416485896,511,641,125,78,1434.0103092783504,0,0,0,0,0,61.990044355392456,0.8204042911529541,0.0009958744049072266,0.02994251251220703,0.07007241249084473,0.0065555572509765625
2853,0.98,0.5652928416485896,511,641,254,131,1597.778523489933,0,0,0,0,0,61.9910249710083,0.8209760189056396,0.0009961128234863281,0.02994251251220703,0.07007241249084473,0.00655817985534668
2854,0.98,0.5652928416485896,511,641,139,75,1560.8072289156626,0,0,0,0,0,61.991743326187134,0.8214595317840576,0.0009963512420654297,0.02994251251220703,0.07007241249084473,0.006560802459716797
2855,0.98,0.5652928416485896,511,641,165,85,1588.7934782608695,0,0,0,0,0,61.99259924888611,0.8219480514526367,0.0009970664978027344,0.02994251251220703,0.07015538215637207,0.006563425064086914
2856,0.98,0.5652928416485896,511,641,224,100,1607.7155172413793,0,0,0,0,0,61.99354672431946,0.8225281238555908,0.000997304916381836,0.02994251251220703,0.07015538215637207,0.00656580924987793
2857,0.98,0.5652928416485896,511,641,92,37,1656.225,0,0,0,0,0,61.99414873123169,0.8229715824127197,0.000997781753540039,0.02994251251220703,0.07015538215637207,0.0065686702728271484
2858,0.98,0.5652928416485896,511,641,245,128,1612.4391891891892,0,0,0,0,0,61.99512076377869,0.823544979095459,0.0009982585906982422,0.02994251251220703,0.07015538215637207,0.006571054458618164
2859,0.98,0.5652928416485896,511,641,117,77,1619.289156626506,0,0,0,0,0,61.995847940444946,0.824028491973877,0.0009984970092773438,0.02994251251220703,0.07015538215637207,0.00657343864440918
2860,0.98,0.5652928416485896,511,641,155,77,1496.012048192771,0,0,0,0,0,61.996602058410645,0.8245389461517334,0.0009989738464355469,0.02994251251220703,0.07015538215637207,0.006575584411621094
2861,0.98,0.5652928416485896,511,641,117,50,1495.7454545454545,0,0,0,0,0,61.997321128845215,0.8250563144683838,0.00099945068359375,0.02994251251220703,0.07015538215637207,0.006577968597412109
2862,0.98,0.5652928416485896,511,641,103,47,1583.1,0,0,0,0,0,61.99803018569946,0.8255119323730469,0.0009999275207519531,0.02994251251220703,0.07022905349731445,0.006582498550415039
2863,0.98,0.5652928416485896,511,641,158,75,1445.270588235294,0,0,0,0,0,61.99880075454712,0.8260383605957031,0.0010004043579101562,0.02994251251220703,0.07022905349731445,0.006585121154785156
2864,0.98,0.5652928416485896,513,643,184,68,1685.0865384615386,0,0,1,0,0,61.99986028671265,0.8265531063079834,0.0010006427764892578,0.030148744583129883,0.07031655311584473,0.006587505340576172
2865,0.98,0.5652928416485896,513,643,92,49,1633.1739130434783,0,0,0,0,0,62.00049042701721,0.8269972801208496,0.0010013580322265625,0.030148744583129883,0.07031655311584473,0.006590127944946289
2866,0.98,0.5652928416485896,513,645,92,48,1394.9285714285713,2,0,1,0,0,62.001201152801514,0.8274319171905518,0.0010018348693847656,0.030157804489135742,0.07039618492126465,0.006592750549316406
2867,0.98,0.5652928416485896,513,645,229,108,1575.864,0,0,0,0,0,62.00218415260315,0.828031063079834,0.0010023117065429688,0.030157804489135742,0.07039618492126465,0.006595134735107422
2868,0.98,0.5652928416485896,515,647,148,75,1800.52688172043,0,1,1,0,0,62.00321364402771,0.8285338878631592,0.0010025501251220703,0.030345916748046875,0.07048678398132324,0.006597995758056641
2869,0.98,0.5652928416485896,515,647,256,126,1615.006993006993,0,0,0,0,0,62.0041561126709,0.8291029930114746,0.0010027885437011719,0.030345916748046875,0.07048678398132324,0.006600379943847656
2870,0.98,0.5652928416485896,515,647,172,68,1612.0686274509803,0,0,0,0,0,62.00486898422241,0.8295910358428955,0.0010035037994384766,0.030345916748046875,0.07048678398132324,0.006602764129638672
2871,0.98,0.5652928416485896,515,647,189,81,1517.945652173913,0,0,0,0,0,62.005712270736694,0.8301594257354736,0.0010037422180175781,0.030345916748046875,0.07048678398132324,0.0066051483154296875
2872,0.98,0.5652928416485896,517,649,110,61,1548.9305555555557,0,0,1,0,0,62.00674319267273,0.8306460380554199,0.0010039806365966797,0.030555009841918945,0.0706031322479248,0.006607770919799805
2873,0.98,0.5652928416485896,517,649,86,51,1593.7543859649122,0,0,0,0,0,62.00734329223633,0.8310847282409668,0.0010042190551757812,0.030555009841918945,0.0706031322479248,0.006610393524169922
2874,0.98,0.5652928416485896,517,649,145,77,1749.125,0,0,0,0,0,62.00805330276489,0.8315634727478027,0.001004934310913086,0.030555009841918945,0.0706031322479248,0.0066127777099609375
2875,0.98,0.5652928416485896,517,649,197,102,1637.5462962962963,0,0,0,0,0,62.00891327857971,0.8320770263671875,0.0010051727294921875,0.030555009841918945,0.0706031322479248,0.0066149234771728516
2876,0.98,0.5652928416485896,517,649,141,63,1825.2835820895523,0,0,0,0,0,62.009649991989136,0.8326027393341064,0.001005411148071289,0.030555009841918945,0.0706031322479248,0.006617546081542969
2877,0.98,0.5652928416485896,517,649,145,69,1774.3846153846155,0,0,0,0,0,62.010398864746094,0.8331043720245361,0.0010058879852294922,0.030555009841918945,0.0706031322479248,0.006619691848754883
2878,0.98,0.5652928416485896,517,649,247,118,1546.2014925373135,0,0,0,0,0,62.01133465766907,0.8336658477783203,0.0010061264038085938,0.030555009841918945,0.0706031322479248,0.0066220760345458984
2879,0.98,0.5652928416485896,517,649,166,78,1680.816091954023,0,0,0,0,0,62.012115716934204,0.8341817855834961,0.0010066032409667969,0.030555009841918945,0.0706031322479248,0.0066242218017578125
2880,0.98,0.5652928416485896,517,649,171,91,1470.611650485437,0,0,0,0,0,62.01292181015015,0.8347058296203613,0.0010068416595458984,0.030555009841918945,0.0706031322479248,0.0066263675689697266
2881,0.96,0.5652928416485896,517,649,117,50,1633.4794520547946,0,0,0,0,0,62.01359272003174,0.8352012634277344,0.0010073184967041016,0.030555009841918945,0.0706031322479248,0.006628751754760742
2882,0.96,0.5652928416485896,517,649,107,35,1679.5714285714287,0,0,0,0,0,62.01419234275818,0.8356554508209229,0.0010075569152832031,0.030555009841918945,0.0706031322479248,0.006631374359130859
2883,0.96,0.5652928416485896,517,649,253,120,1607.2285714285715,0,0,0,0,0,62.015360593795776,0.8362345695495605,0.0010082721710205078,0.030555009841918945,0.0707852840423584,0.0066335201263427734
2884,0.96,0.5652928416485896,517,649,201,117,1776.7067669172932,0,0,0,0,0,62.016316413879395,0.8368353843688965,0.001008749008178711,0.030555009841918945,0.0707852840423584,0.006636381149291992
2885,0.96,0.5652928416485896,517,649,155,57,1495.392857142857,0,0,0,0,0,62.01705479621887,0.8373541831970215,0.0010089874267578125,0.030555009841918945,0.0707852840423584,0.006639242172241211
2886,0.96,0.5652928416485896,517,649,241,124,1577.835616438356,0,0,0,0,0,62.01803278923035,0.8379526138305664,0.001009225845336914,0.030555009841918945,0.0707852840423584,0.00664210319519043
2887,0.96,0.5652928416485896,517,649,126,40,1524.2363636363636,0,0,0,0,0,62.0186562538147,0.838425874710083,0.0010099411010742188,0.030555009841918945,0.0707852840423584,0.006644725799560547
2888,0.96,0.5652928416485896,519,651,217,112,1498.014705882353,0,1,1,0,0,62.01990747451782,0.8389675617218018,0.0010104179382324219,0.030761003494262695,0.07093429565429688,0.006646871566772461
2889,0.96,0.5652928416485896,519,651,139,55,1514.0125,0,0,0,0,0,62.020601987838745,0.8394629955291748,0.0010106563568115234,0.030761003494262695,0.07093429565429688,0.00664973258972168
2890,0.96,0.5652928416485896,519,651,175,98,1599.122807017544,0,0,0,0,0,62.021482944488525,0.8400111198425293,0.0010111331939697266,0.030761003494262695,0.07093429565429688,0.0066525936126708984
2891,0.96,0.5652928416485896,519,651,241,119,1563.8428571428572,0,0,0,0,0,62.02249455451965,0.8406212329864502,0.0010113716125488281,0.030761003494262695,0.07093429565429688,0.006655454635620117
2892,0.96,0.5652928416485896,519,651,171,80,1762.2528735632184,0,0,0,0,0,62.0233359336853,0.841181755065918,0.0010116100311279297,0.030761003494262695,0.07093429565429688,0.006658077239990234
2893,0.96,0.5652928416485896,519,651,259,134,1635.0263157894738,0,0,0,0,0,62.02436661720276,0.8418066501617432,0.0010118484497070312,0.030761003494262695,0.07093429565429688,0.0066602230072021484
2894,0.96,0.5652928416485896,519,651,255,132,1555.1096774193547,0,0,0,0,0,62.02538776397705,0.8423993587493896,0.0010120868682861328,0.030761003494262695,0.07093429565429688,0.006662607192993164
2895,0.96,0.5652928416485896,519,651,224,111,1697.3387096774193,0,0,0,0,0,62.026307821273804,0.8429756164550781,0.0010123252868652344,0.030761003494262695,0.07093429565429688,0.006665229797363281
2896,0.96,0.5652928416485896,519,651,160,86,1652.9895833333333,0,0,0,0,0,62.027185916900635,0.8434782028198242,0.0010128021240234375,0.030761003494262695,0.07102680206298828,0.0066678524017333984
2897,0.96,0.5652928416485896,519,651,102,36,1218.3809523809523,0,0,0,0,0,62.0278046131134,0.8439469337463379,0.0010132789611816406,0.030761003494262695,0.07102680206298828,0.006670475006103516
2898,0.96,0.5652928416485896,519,651,220,105,1486.0564516129032,0,0,0,0,0,62.028767347335815,0.8445470333099365,0.0010135173797607422,0.030761003494262695,0.07102680206298828,0.006672859191894531
2899,0.96,0.5652928416485896,519,651,176,86,1785.78125,0,0,0,0,0,62.02962398529053,0.845120906829834,0.0010137557983398438,0.030761003494262695,0.07102680206298828,0.0066754817962646484
2900,0.96,0.5652928416485896,519,651,173,70,1718.3301886792453,0,0,0,0,0,62.030402183532715,0.8456542491912842,0.0010142326354980469,0.030761003494262695,0.07102680206298828,0.006677865982055664
2901,0.96,0.5652928416485896,519,651,144,61,1603.123595505618,0,0,0,0,0,62.03121542930603,0.8461654186248779,0.00101470947265625,0.030761003494262695,0.07110261917114258,0.00668025016784668
2902,0.96,0.5652928416485896,519,651,141,71,1865.3425925925926,0,0,0,0,0,62.03196454048157,0.8466801643371582,0.0010151863098144531,0.030761003494262695,0.07110261917114258,0.006682634353637695
2903,0.94,0.5652928416485896,519,651,207,102,1562.1834862385322,0,0,0,0,0,62.03286266326904,0.8472566604614258,0.0010154247283935547,0.030761003494262695,0.07110261917114258,0.0066852569580078125
2904,0.94,0.5652928416485896,519,651,253,126,1717.164383561644,0,0,0,0,0,62.033894538879395,0.8478884696960449,0.0010156631469726562,0.030761003494262695,0.07110261917114258,0.00668787956237793
2905,0.94,0.5652928416485896,519,651,191,82,1657.6477272727273,0,0,0,0,0,62.034754037857056,0.8484718799591064,0.001016378402709961,0.030761003494262695,0.07110261917114258,0.006690502166748047
2906,0.94,0.5652928416485896,519,651,163,82,1526.4883720930231,0,0,0,0,0,62.035515546798706,0.8489716053009033,0.001016855239868164,0.030761003494262695,0.07110261917114258,0.0066928863525390625
2907,0.94,0.5652928416485896,519,651,153,70,1427.4285714285713,0,0,0,0,0,62.03624105453491,0.8494670391082764,0.0010170936584472656,0.030761003494262695,0.07110261917114258,0.006695270538330078
2908,0.94,0.5652928416485896,519,651,182,95,1810.6285714285714,0,0,0,0,0,62.03722596168518,0.8500163555145264,0.0010175704956054688,0.030761003494262695,0.07120227813720703,0.006697654724121094
2909,0.94,0.5652928416485896,519,651,109,60,1767.3692307692309,0,0,0,0,0,62.03793287277222,0.8505103588104248,0.0010180473327636719,0.030761003494262695,0.07120227813720703,0.006700277328491211
2910,0.94,0.5652928416485896,519,651,203,102,1684.6379310344828,0,0,0,0,0,62.03882813453674,0.8510799407958984,0.001018524169921875,0.030761003494262695,0.07120227813720703,0.006702899932861328
2911,0.94,0.5652928416485896,519,651,261,130,1569.3660130718954,0,0,0,0,0,62.039897203445435,0.8517136573791504,0.0010190010070800781,0.030761003494262695,0.07120227813720703,0.006705284118652344
2912,0.94,0.5652928416485896,519,651,161,83,1760.0096153846155,0,0,0,0,0,62.04078817367554,0.8522303104400635,0.0010194778442382812,0.030761003494262695,0.0712890625,0.006707906723022461
2913,0.94,0.5652928416485896,519,651,169,106,1600.639344262295,0,0,0,0,0,62.04179525375366,0.8527975082397461,0.0010199546813964844,0.030761003494262695,0.07138895988464355,0.006710529327392578
2914,0.94,0.5652928416485896,519,651,269,147,1718.057471264368,0,0,0,0,0,62.04285931587219,0.8534209728240967,0.0010204315185546875,0.030761003494262695,0.07138895988464355,0.006713151931762695
2915,0.96,0.5652928416485896,519,651,156,71,1475.0,0,0,0,0,0,62.0435893535614,0.8539173603057861,0.001020669937133789,0.030761003494262695,0.07138895988464355,0.006715536117553711
2916,0.96,0.5652928416485896,519,651,210,93,1681.74,0,0,0,0,0,62.04455089569092,0.854478120803833,0.0010211467742919922,0.030761003494262695,0.07148075103759766,0.006718158721923828
2917,0.96,0.5652928416485896,519,651,208,120,1683.1654135338347,0,0,0,0,0,62.04549264907837,0.85506272315979,0.0010216236114501953,0.030761003494262695,0.07148075103759766,0.006720781326293945
2918,0.96,0.5652928416485896,519,651,255,131,1573.6753246753246,0,0,0,0,0,62.04653811454773,0.85567307472229,0.0010221004486083984,0.030761003494262695,0.07148075103759766,0.0067234039306640625
2919,0.96,0.5652928416485896,519,651,104,45,1618.82,0,0,0,0,0,62.04718232154846,0.8561446666717529,0.0010225772857666016,0.030761003494262695,0.07148075103759766,0.00672602653503418
2920,0.96,0.5652928416485896,519,651,256,127,1626.4041095890411,0,0,0,0,0,62.048195123672485,0.8567571640014648,0.0010230541229248047,0.030761003494262695,0.07148075103759766,0.006728410720825195
2921,0.96,0.5652928416485896,519,651,180,108,1699.0697674418604,0,0,0,0,0,62.0490984916687,0.8572933673858643,0.0010232925415039062,0.030761003494262695,0.07148075103759766,0.006730794906616211
2922,0.96,0.5652928416485896,519,651,236,129,1654.4575163398692,0,0,0,0,0,62.05018854141235,0.857917070388794,0.001024007797241211,0.030761003494262695,0.07148075103759766,0.0067331790924072266
2923,0.96,0.5652928416485896,519,651,225,114,1662.5725190839694,0,0,0,0,0,62.05115103721619,0.8585295677185059,0.0010242462158203125,0.030761003494262695,0.07148075103759766,0.006735563278198242
2924,0.96,0.5652928416485896,519,651,258,134,1700.4569536423842,0,0,0,0,0,62.052178621292114,0.8591287136077881,0.001024484634399414,0.030761003494262695,0.07148075103759766,0.006738185882568359
2925,0.96,0.5652928416485896,519,651,122,49,1853.5466666666666,0,0,0,0,0,62.052852392196655,0.859626054763794,0.0010249614715576172,0.030761003494262695,0.07148075103759766,0.0067408084869384766
2926,0.96,0.5652928416485896,519,651,185,72,1840.2752293577983,0,0,0,0,0,62.053653955459595,0.8601760864257812,0.0010254383087158203,0.030761003494262695,0.07148075103759766,0.006743192672729492
2927,0.96,0.5652928416485896,519,651,266,139,1702.314465408805,0,0,0,0,0,62.05469727516174,0.8608095645904541,0.0010256767272949219,0.030761003494262695,0.07148075103759766,0.006745576858520508
2928,0.96,0.5652928416485896,519,651,142,58,1779.3837209302326,0,0,0,0,0,62.05540490150452,0.8613049983978271,0.0010259151458740234,0.030761003494262695,0.07148075103759766,0.006747722625732422
2929,0.96,0.5652928416485896,519,651,218,89,1567.171717171717,0,0,0,0,0,62.056302070617676,0.8618884086608887,0.0010263919830322266,0.030761003494262695,0.07148075103759766,0.0067501068115234375
2930,0.96,0.5652928416485896,519,651,143,68,1655.5454545454545,0,0,0,0,0,62.05705952644348,0.8623964786529541,0.0010268688201904297,0.030761003494262695,0.07148075103759766,0.0067522525787353516
2931,0.96,0.5652928416485896,519,651,153,72,1434.378048780488,0,0,0,0,0,62.05788969993591,0.8629653453826904,0.0010273456573486328,0.030761003494262695,0.07148075103759766,0.006754875183105469
2932,0.96,0.5652928416485896,519,651,227,102,1684.0593220338983,0,0,0,0,0,62.05892300605774,0.8635432720184326,0.001027822494506836,0.030761003494262695,0.07160449028015137,0.006757259368896484
2933,0.96,0.5652928416485896,519,651,256,129,1678.4315068493152,0,0,0,0,0,62.05990767478943,0.8641266822814941,0.0010280609130859375,0.030761003494262695,0.07160449028015137,0.0067598819732666016
2934,0.96,0.5652928416485896,519,651,192,87,1505.0210526315789,0,0,0,0,0,62.060739278793335,0.8646721839904785,0.0010285377502441406,0.030761003494262695,0.07160449028015137,0.006762504577636719
2935,0.96,0.5652928416485896,519,651,262,137,1725.8343949044586,0,0,0,0,0,62.06184244155884,0.8652935028076172,0.0010290145874023438,0.030761003494262695,0.07160449028015137,0.006765127182006836
2936,0.94,0.5652928416485896,519,651,183,89,1721.5882352941176,0,0,0,0,0,62.06276273727417,0.8659090995788574,0.0010294914245605469,0.030761003494262695,0.07160449028015137,0.0067675113677978516
2937,0.94,0.5652928416485896,519,651,254,122,1639.0985915492959,0,0,0,0,0,62.06374645233154,0.8665151596069336,0.00102996826171875,0.030761003494262695,0.07160449028015137,0.006770133972167969
2938,0.94,0.5652928416485896,519,651,110,47,1756.402985074627,0,0,0,0,0,62.064388036727905,0.8669819831848145,0.0010304450988769531,0.030761003494262695,0.07160449028015137,0.006772756576538086
2939,0.94,0.5652928416485896,519,651,209,103,1738.4416666666666,0,0,0,0,0,62.06530404090881,0.8675570487976074,0.0010309219360351562,0.030761003494262695,0.07160449028015137,0.006775617599487305
2940,0.94,0.5652928416485896,519,651,196,82,1692.471264367816,0,0,0,0,0,62.06629538536072,0.8681221008300781,0.0010311603546142578,0.030761003494262695,0.07173609733581543,0.00677800178527832
2941,0.94,0.5652928416485896,519,651,275,140,1692.0625,0,0,0,0,0,62.06730818748474,0.8687257766723633,0.0010313987731933594,0.030761003494262695,0.07173609733581543,0.006780862808227539
2942,0.94,0.5652928416485896,519,651,110,54,1662.8474576271187,0,0,0,0,0,62.06795263290405,0.8691956996917725,0.0010318756103515625,0.030761003494262695,0.07173609733581543,0.006783246994018555
2943,0.94,0.5652928416485896,521,653,182,91,1812.6260869565217,0,1,1,0,0,62.06908583641052,0.8696887493133545,0.0010323524475097656,0.030995845794677734,0.07184433937072754,0.00678563117980957
2944,0.94,0.5652928416485896,521,653,222,119,1651.141791044776,0,0,0,0,0,62.070032596588135,0.8702719211578369,0.0010325908660888672,0.030995845794677734,0.07184433937072754,0.006788492202758789
2945,0.94,0.5652928416485896,521,653,134,65,1846.5520833333333,0,0,0,0,0,62.07073950767517,0.8707742691040039,0.0010330677032470703,0.030995845794677734,0.07184433937072754,0.006791114807128906
2946,0.94,0.5652928416485896,521,653,132,66,1626.0240963855422,0,0,0,0,0,62.0714066028595,0.8712220191955566,0.0010335445404052734,0.030995845794677734,0.07184433937072754,0.006793498992919922
2947,0.94,0.5652928416485896,523,655,236,125,1596.42,0,1,1,0,0,62.072752952575684,0.871812105178833,0.0010340213775634766,0.031201601028442383,0.07198953628540039,0.006795644760131836
2948,0.94,0.5652928416485896,523,655,228,103,1669.7731092436975,0,0,0,0,0,62.07370066642761,0.8724269866943359,0.0010344982147216797,0.031201601028442383,0.07198953628540039,0.0067980289459228516
2949,0.94,0.5652928416485896,523,655,153,57,1670.5,0,0,0,0,0,62.07441520690918,0.8729343414306641,0.0010349750518798828,0.031201601028442383,0.07198953628540039,0.006800413131713867
2950,0.94,0.5652928416485896,523,655,167,78,1549.7356321839081,0,0,0,0,0,62.07523584365845,0.8735113143920898,0.001035451889038086,0.031201601028442383,0.07198953628540039,0.006803274154663086
2951,0.94,0.5652928416485896,523,655,171,73,1543.5061728395062,0,0,0,0,0,62.07598042488098,0.8740241527557373,0.0010356903076171875,0.031201601028442383,0.07198953628540039,0.006805419921875
2952,0.94,0.5652928416485896,523,655,253,134,1756.1307189542483,0,0,0,0,0,62.07693409919739,0.8745954036712646,0.001035928726196289,0.031201601028442383,0.07198953628540039,0.006807804107666016
2953,0.94,0.5652928416485896,523,655,261,144,1689.2666666666667,0,0,0,0,0,62.077980041503906,0.8752200603485107,0.0010361671447753906,0.031201601028442383,0.07198953628540039,0.006810426712036133
2954,0.94,0.5652928416485896,523,655,226,114,1668.5,0,0,0,0,0,62.07894778251648,0.8758189678192139,0.0010364055633544922,0.031201601028442383,0.07198953628540039,0.00681304931640625
2955,0.94,0.5652928416485896,523,655,238,118,1660.1954887218046,0,0,0,0,0,62.07990503311157,0.8764121532440186,0.0010366439819335938,0.031201601028442383,0.07198953628540039,0.006815433502197266
2956,0.94,0.5652928416485896,525,657,144,89,1644.0471698113208,0,0,1,0,0,62.08095574378967,0.8768889904022217,0.0010368824005126953,0.03141164779663086,0.07207846641540527,0.00681757926940918
2957,0.92,0.5652928416485896,525,657,147,79,1554.906976744186,0,0,0,0,0,62.081743478775024,0.877422571182251,0.0010373592376708984,0.03141164779663086,0.07207846641540527,0.006819963455200195
2958,0.92,0.5652928416485896,525,657,242,131,1722.4466666666667,0,0,0,0,0,62.082725048065186,0.8780291080474854,0.0010378360748291016,0.03141164779663086,0.07207846641540527,0.0068225860595703125
2959,0.92,0.5652928416485896,525,657,264,134,1661.4904458598726,0,0,0,0,0,62.083728075027466,0.878607988357544,0.0010383129119873047,0.03141164779663086,0.07207846641540527,0.00682520866394043
2960,0.92,0.5652928416485896,525,657,258,126,1614.609271523179,0,0,0,0,0,62.08470916748047,0.8791928291320801,0.0010385513305664062,0.03141164779663086,0.07207846641540527,0.006827592849731445
2961,0.92,0.5652928416485896,526,659,143,49,1657.7142857142858,0,0,1,0,0,62.08568716049194,0.8797109127044678,0.0010387897491455078,0.03159523010253906,0.0721580982208252,0.006829977035522461
2962,0.92,0.5652928416485896,526,659,249,130,1636.1548387096775,0,0,0,0,0,62.086724519729614,0.880326509475708,0.001039266586303711,0.03159523010253906,0.0721580982208252,0.00683283805847168
2963,0.92,0.5652928416485896,526,659,135,54,1846.4375,0,0,0,0,0,62.08741235733032,0.8808202743530273,0.001039743423461914,0.03159523010253906,0.0721580982208252,0.0068356990814208984
2964,0.92,0.5652928416485896,526,659,222,108,1697.217741935484,0,0,0,0,0,62.08834433555603,0.8813967704772949,0.0010399818420410156,0.03159523010253906,0.0721580982208252,0.006838083267211914
2965,0.92,0.5652928416485896,526,659,162,85,1686.813725490196,0,0,0,0,0,62.089285135269165,0.881965160369873,0.0010404586791992188,0.03159523010253906,0.07224178314208984,0.006840229034423828
2966,0.92,0.5652928416485896,526,659,188,85,1810.4468085106382,0,0,0,0,0,62.09011363983154,0.8825139999389648,0.0010411739349365234,0.03159523010253906,0.07224178314208984,0.006842613220214844
2967,0.92,0.5652928416485896,526,659,268,132,1723.62,0,0,0,0,0,62.091111183166504,0.8831048011779785,0.0010416507720947266,0.03159523010253906,0.07224178314208984,0.006845235824584961
2968,0.92,0.5652928416485896,526,659,260,128,1694.6620689655172,0,0,0,0,0,62.09206676483154,0.8836884498596191,0.0010418891906738281,0.03159523010253906,0.07224178314208984,0.0068476200103759766
2969,0.92,0.5652928416485896,527,661,271,135,1612.427672955975,0,0,1,0,0,62.093432664871216,0.8842887878417969,0.0010423660278320312,0.03179669380187988,0.072357177734375,0.006850004196166992
2970,0.92,0.5652928416485896,527,661,114,62,1699.9066666666668,0,0,0,0,0,62.094194173812866,0.8847510814666748,0.0010428428649902344,0.03179669380187988,0.07243728637695312,0.006852626800537109
2971,0.92,0.5652928416485896,529,663,239,133,1725.8064516129032,0,1,0,0,0,62.095585346221924,0.8853387832641602,0.0010433197021484375,0.032018184661865234,0.07257676124572754,0.006855010986328125
2972,0.92,0.5652928416485896,529,663,229,113,1557.8235294117646,0,0,0,0,0,62.09656739234924,0.8859405517578125,0.0010437965393066406,0.032018184661865234,0.07257676124572754,0.006857633590698242
2973,0.92,0.5652928416485896,529,663,138,65,1820.4375,0,0,0,0,0,62.09730052947998,0.8864574432373047,0.0010440349578857422,0.032018184661865234,0.07257676124572754,0.006860494613647461
2974,0.92,0.5652928416485896,529,663,259,132,1656.8910256410256,0,0,0,0,0,62.09832787513733,0.8870573043823242,0.0010447502136230469,0.032018184661865234,0.07257676124572754,0.0068628787994384766
2975,0.92,0.5652928416485896,529,663,235,119,1599.7605633802816,0,0,0,0,0,62.09929656982422,0.8876383304595947,0.00104522705078125,0.032018184661865234,0.07257676124572754,0.006865024566650391
2976,0.92,0.5652928416485896,529,663,186,106,1983.223140495868,0,0,0,0,0,62.10019326210022,0.8881943225860596,0.0010457038879394531,0.032018184661865234,0.07257676124572754,0.006867408752441406
2977,0.92,0.5652928416485896,529,663,273,144,1737.3170731707316,0,0,0,0,0,62.10126733779907,0.8888170719146729,0.0010459423065185547,0.032018184661865234,0.07257676124572754,0.0068700313568115234
2978,0.92,0.5652928416485896,529,663,244,108,1604.6048387096773,0,0,0,0,0,62.10225200653076,0.8894281387329102,0.0010461807250976562,0.032018184661865234,0.07257676124572754,0.006872653961181641
2979,0.92,0.5652928416485896,529,663,252,125,1713.7659574468084,0,0,0,0,0,62.10318422317505,0.889995813369751,0.0010464191436767578,0.032018184661865234,0.07257676124572754,0.006875276565551758
2980,0.92,0.5652928416485896,529,663,248,128,1738.673611111111,0,0,0,0,0,62.10416340827942,0.8906064033508301,0.001046895980834961,0.032018184661865234,0.07257676124572754,0.0068776607513427734
2981,0.92,0.5652928416485896,529,663,223,94,1621.8899082568807,0,0,0,0,0,62.105061531066895,0.8911752700805664,0.0010471343994140625,0.032018184661865234,0.07257676124572754,0.0068798065185546875
2982,0.92,0.5652928416485896,529,663,218,111,1712.877049180328,0,0,0,0,0,62.10604810714722,0.8917942047119141,0.0010476112365722656,0.032018184661865234,0.07257676124572754,0.006882429122924805
2983,0.92,0.5652928416485896,529,663,292,156,1764.0055865921788,0,0,0,0,0,62.107155561447144,0.8924448490142822,0.0010480880737304688,0.032018184661865234,0.07257676124572754,0.006885051727294922
2984,0.92,0.5652928416485896,531,665,153,70,1906.9532710280373,0,1,1,0,0,62.10821986198425,0.8929433822631836,0.0010483264923095703,0.03223609924316406,0.07268881797790527,0.0068874359130859375
2985,0.92,0.5652928416485896,531,665,136,66,1890.5066666666667,0,0,0,0,0,62.10892987251282,0.8934307098388672,0.0010488033294677734,0.03223609924316406,0.07268881797790527,0.006890296936035156
2986,0.92,0.5652928416485896,533,667,156,90,1843.3725490196077,0,1,0,0,0,62.11009407043457,0.8939652442932129,0.0010492801666259766,0.03244590759277344,0.0728154182434082,0.0068929195404052734
